regiao,uf,sexo,idade,Cctegoria,quantidade_condutor
Sudeste,Rio de Janeiro,Masculino,101 a 120,A-Condutor Moto,5
Sudeste,Rio de Janeiro,Masculino,101 a 120,AB-Condutor Moto/Carro,277
Sudeste,Rio de Janeiro,Masculino,101 a 120,AC-Condutor Moto/Caminhão,2
Sudeste,Rio de Janeiro,Masculino,101 a 120,AD-Condutor Moto/Ônibus,18
Sudeste,Rio de Janeiro,Masculino,101 a 120,B-Condutor Carro,11012
Sudeste,Rio de Janeiro,Masculino,101 a 120,C-Condutor Caminhão,108
Sudeste,Rio de Janeiro,Masculino,101 a 120,D-Condutor Ônibus,348
Sudeste,Rio de Janeiro,Masculino,101 a 120,E-Condutor Carreta,1
Sudeste,Rio de Janeiro,Masculino,Mais de 120,B-Condutor Carro,1
Sudeste,Rio de Janeiro,Feminino,18 a 21,A-Condutor Moto,277
Sudeste,Rio de Janeiro,Feminino,18 a 21,AB-Condutor Moto/Carro,5550
Sudeste,Rio de Janeiro,Feminino,18 a 21,AD-Condutor Moto/Ônibus,1
Sudeste,Rio de Janeiro,Feminino,18 a 21,B-Condutor Carro,20868
Sudeste,Rio de Janeiro,Feminino,18 a 21,C-Condutor Caminhão,1
Sudeste,Rio de Janeiro,Feminino,18 a 21,D-Condutor Ônibus,2
Sudeste,Rio de Janeiro,Feminino,18 a 21,XB-Condutor Ciclomotor/Carro,1
Sudeste,Rio de Janeiro,Feminino,22 a 25,A-Condutor Moto,1851
Sudeste,Rio de Janeiro,Feminino,22 a 25,AB-Condutor Moto/Carro,17316
Sudeste,Rio de Janeiro,Feminino,22 a 25,AD-Condutor Moto/Ônibus,69
Sudeste,Rio de Janeiro,Feminino,22 a 25,AE-Condutor Moto/Carreta,4
Sudeste,Rio de Janeiro,Feminino,22 a 25,B-Condutor Carro,73008
Sudeste,Rio de Janeiro,Feminino,22 a 25,D-Condutor Ônibus,39
Sudeste,Rio de Janeiro,Feminino,22 a 25,E-Condutor Carreta,3
Sudeste,Rio de Janeiro,Feminino,22 a 25,X-Condutor Ciclomotor,1
Sudeste,Rio de Janeiro,Feminino,22 a 25,XB-Condutor Ciclomotor/Carro,4
Sudeste,Rio de Janeiro,Feminino,26 a 30,A-Condutor Moto,3641
Sudeste,Rio de Janeiro,Feminino,26 a 30,AB-Condutor Moto/Carro,28871
Sudeste,Rio de Janeiro,Feminino,26 a 30,AC-Condutor Moto/Caminhão,1
Sudeste,Rio de Janeiro,Feminino,26 a 30,AD-Condutor Moto/Ônibus,272
Sudeste,Rio de Janeiro,Feminino,26 a 30,AE-Condutor Moto/Carreta,9
Sudeste,Rio de Janeiro,Feminino,26 a 30,B-Condutor Carro,140868
Sudeste,Rio de Janeiro,Feminino,26 a 30,C-Condutor Caminhão,3
Sudeste,Rio de Janeiro,Feminino,26 a 30,D-Condutor Ônibus,186
Sudeste,Rio de Janeiro,Feminino,26 a 30,E-Condutor Carreta,6
Sudeste,Rio de Janeiro,Feminino,26 a 30,X-Condutor Ciclomotor,7
Sudeste,Rio de Janeiro,Feminino,26 a 30,XB-Condutor Ciclomotor/Carro,15
Sudeste,Rio de Janeiro,Feminino,31 a 40,A-Condutor Moto,8136
Sudeste,Rio de Janeiro,Feminino,31 a 40,AB-Condutor Moto/Carro,55029
Sudeste,Rio de Janeiro,Feminino,31 a 40,AC-Condutor Moto/Caminhão,4
Sudeste,Rio de Janeiro,Feminino,31 a 40,AD-Condutor Moto/Ônibus,1241
Sudeste,Rio de Janeiro,Feminino,31 a 40,AE-Condutor Moto/Carreta,101
Sudeste,Rio de Janeiro,Feminino,31 a 40,B-Condutor Carro,408413
Sudeste,Rio de Janeiro,Feminino,31 a 40,C-Condutor Caminhão,15
Sudeste,Rio de Janeiro,Feminino,31 a 40,D-Condutor Ônibus,1725
Sudeste,Rio de Janeiro,Feminino,31 a 40,E-Condutor Carreta,59
Sudeste,Rio de Janeiro,Feminino,31 a 40,X-Condutor Ciclomotor,21
Sudeste,Rio de Janeiro,Feminino,31 a 40,XB-Condutor Ciclomotor/Carro,75
Sudeste,Rio de Janeiro,Feminino,41 a 50,A-Condutor Moto,5207
Sudeste,Rio de Janeiro,Feminino,41 a 50,AB-Condutor Moto/Carro,29251
Sudeste,Rio de Janeiro,Feminino,41 a 50,AC-Condutor Moto/Caminhão,146
Sudeste,Rio de Janeiro,Feminino,41 a 50,AD-Condutor Moto/Ônibus,1066
Sudeste,Rio de Janeiro,Feminino,41 a 50,AE-Condutor Moto/Carreta,114
Sudeste,Rio de Janeiro,Feminino,41 a 50,B-Condutor Carro,392238
Sudeste,Rio de Janeiro,Feminino,41 a 50,C-Condutor Caminhão,250
Sudeste,Rio de Janeiro,Feminino,41 a 50,D-Condutor Ônibus,3152
Sudeste,Rio de Janeiro,Feminino,41 a 50,E-Condutor Carreta,116
Sudeste,Rio de Janeiro,Feminino,41 a 50,X-Condutor Ciclomotor,28
Sudeste,Rio de Janeiro,Feminino,41 a 50,XB-Condutor Ciclomotor/Carro,64
Sudeste,Rio de Janeiro,Feminino,41 a 50,XC-Condutor Ciclomotor/Caminhão,4
Sudeste,Rio de Janeiro,Feminino,51 a 60,A-Condutor Moto,2217
Sudeste,Rio de Janeiro,Feminino,51 a 60,AB-Condutor Moto/Carro,18074
Sudeste,Rio de Janeiro,Feminino,51 a 60,AC-Condutor Moto/Caminhão,503
Sudeste,Rio de Janeiro,Feminino,51 a 60,AD-Condutor Moto/Ônibus,617
Sudeste,Rio de Janeiro,Feminino,51 a 60,AE-Condutor Moto/Carreta,48
Sudeste,Rio de Janeiro,Feminino,51 a 60,B-Condutor Carro,281624
Sudeste,Rio de Janeiro,Feminino,51 a 60,C-Condutor Caminhão,1364
Sudeste,Rio de Janeiro,Feminino,51 a 60,D-Condutor Ônibus,2543
Sudeste,Rio de Janeiro,Feminino,51 a 60,E-Condutor Carreta,72
Sudeste,Rio de Janeiro,Feminino,51 a 60,X-Condutor Ciclomotor,28
Sudeste,Rio de Janeiro,Feminino,51 a 60,XB-Condutor Ciclomotor/Carro,38
Sudeste,Rio de Janeiro,Feminino,51 a 60,XC-Condutor Ciclomotor/Caminhão,2
Sudeste,Rio de Janeiro,Feminino,61 a 70,A-Condutor Moto,331
Sudeste,Rio de Janeiro,Feminino,61 a 70,AB-Condutor Moto/Carro,8319
Sudeste,Rio de Janeiro,Feminino,61 a 70,AC-Condutor Moto/Caminhão,177
Sudeste,Rio de Janeiro,Feminino,61 a 70,AD-Condutor Moto/Ônibus,237
Sudeste,Rio de Janeiro,Feminino,61 a 70,AE-Condutor Moto/Carreta,22
Sudeste,Rio de Janeiro,Feminino,61 a 70,B-Condutor Carro,216944
Sudeste,Rio de Janeiro,Feminino,61 a 70,C-Condutor Caminhão,1307
Sudeste,Rio de Janeiro,Feminino,61 a 70,D-Condutor Ônibus,1381
Sudeste,Rio de Janeiro,Feminino,61 a 70,E-Condutor Carreta,35
Sudeste,Rio de Janeiro,Feminino,61 a 70,X-Condutor Ciclomotor,15
Sudeste,Rio de Janeiro,Feminino,61 a 70,XB-Condutor Ciclomotor/Carro,16
Sudeste,Rio de Janeiro,Feminino,61 a 70,XC-Condutor Ciclomotor/Caminhão,1
Sudeste,Rio de Janeiro,Feminino,71 a 80,A-Condutor Moto,21
Sudeste,Rio de Janeiro,Feminino,71 a 80,AB-Condutor Moto/Carro,1829
Sudeste,Rio de Janeiro,Feminino,71 a 80,AC-Condutor Moto/Caminhão,42
Sudeste,Rio de Janeiro,Feminino,71 a 80,AD-Condutor Moto/Ônibus,59
Sudeste,Rio de Janeiro,Feminino,71 a 80,AE-Condutor Moto/Carreta,4
Sudeste,Rio de Janeiro,Feminino,71 a 80,B-Condutor Carro,116915
Sudeste,Rio de Janeiro,Feminino,71 a 80,C-Condutor Caminhão,534
Sudeste,Rio de Janeiro,Feminino,71 a 80,D-Condutor Ônibus,478
Sudeste,Rio de Janeiro,Feminino,71 a 80,E-Condutor Carreta,6
Sudeste,Rio de Janeiro,Feminino,81 a 90,AB-Condutor Moto/Carro,250
Sudeste,Rio de Janeiro,Feminino,81 a 90,AC-Condutor Moto/Caminhão,8
Sudeste,Rio de Janeiro,Feminino,81 a 90,AD-Condutor Moto/Ônibus,14
Sudeste,Rio de Janeiro,Feminino,81 a 90,AE-Condutor Moto/Carreta,1
Sudeste,Rio de Janeiro,Feminino,81 a 90,B-Condutor Carro,42307
Sudeste,Rio de Janeiro,Feminino,81 a 90,C-Condutor Caminhão,168
Sudeste,Rio de Janeiro,Feminino,81 a 90,D-Condutor Ônibus,173
Sudeste,Rio de Janeiro,Feminino,81 a 90,E-Condutor Carreta,2
Sudeste,Rio de Janeiro,Feminino,91 a 100,AB-Condutor Moto/Carro,46
Sudeste,Rio de Janeiro,Feminino,91 a 100,AD-Condutor Moto/Ônibus,2
Sudeste,Rio de Janeiro,Feminino,91 a 100,B-Condutor Carro,11520
Sudeste,Rio de Janeiro,Feminino,91 a 100,C-Condutor Caminhão,20
Sudeste,Rio de Janeiro,Feminino,91 a 100,D-Condutor Ônibus,30
Sudeste,Rio de Janeiro,Feminino,101 a 120,AB-Condutor Moto/Carro,3
Sudeste,Rio de Janeiro,Feminino,101 a 120,B-Condutor Carro,980
Sudeste,Rio de Janeiro,Feminino,101 a 120,C-Condutor Caminhão,1
Sudeste,São Paulo,Masculino,18 a 21,A-Condutor Moto,7267
Sudeste,São Paulo,Masculino,18 a 21,AB-Condutor Moto/Carro,244479
Sudeste,São Paulo,Masculino,18 a 21,AC-Condutor Moto/Caminhão,541
Sudeste,São Paulo,Masculino,18 a 21,AD-Condutor Moto/Ônibus,857
Sudeste,São Paulo,Masculino,18 a 21,AE-Condutor Moto/Carreta,25
Sudeste,São Paulo,Masculino,18 a 21,B-Condutor Carro,123409
Sudeste,São Paulo,Masculino,18 a 21,C-Condutor Caminhão,92
Sudeste,São Paulo,Masculino,18 a 21,D-Condutor Ônibus,130
Sudeste,São Paulo,Masculino,18 a 21,E-Condutor Carreta,7
Sudeste,São Paulo,Masculino,22 a 25,A-Condutor Moto,24198
Sudeste,São Paulo,Masculino,22 a 25,AB-Condutor Moto/Carro,529180
Sudeste,São Paulo,Masculino,22 a 25,AC-Condutor Moto/Caminhão,1550
Sudeste,São Paulo,Masculino,22 a 25,AD-Condutor Moto/Ônibus,19089
Sudeste,São Paulo,Masculino,22 a 25,AE-Condutor Moto/Carreta,2038
Sudeste,São Paulo,Masculino,22 a 25,B-Condutor Carro,308502
Sudeste,São Paulo,Masculino,22 a 25,C-Condutor Caminhão,309
Sudeste,São Paulo,Masculino,22 a 25,D-Condutor Ônibus,3288
Sudeste,São Paulo,Masculino,22 a 25,E-Condutor Carreta,253
Sudeste,São Paulo,Masculino,22 a 25,XB-Condutor Ciclomotor/Carro,1
Sudeste,São Paulo,Masculino,26 a 30,A-Condutor Moto,24719
Sudeste,São Paulo,Masculino,26 a 30,AB-Condutor Moto/Carro,767537
Sudeste,São Paulo,Masculino,26 a 30,AC-Condutor Moto/Caminhão,3552
Sudeste,São Paulo,Masculino,26 a 30,AD-Condutor Moto/Ônibus,60511
Sudeste,São Paulo,Masculino,26 a 30,AE-Condutor Moto/Carreta,11766
Sudeste,São Paulo,Masculino,26 a 30,B-Condutor Carro,466556
Sudeste,São Paulo,Masculino,26 a 30,C-Condutor Caminhão,552
Sudeste,São Paulo,Masculino,26 a 30,D-Condutor Ônibus,10763
Sudeste,São Paulo,Masculino,26 a 30,E-Condutor Carreta,1274
Sudeste,São Paulo,Masculino,26 a 30,X-Condutor Ciclomotor,1
Sudeste,São Paulo,Masculino,26 a 30,XB-Condutor Ciclomotor/Carro,3
Sudeste,São Paulo,Masculino,31 a 40,A-Condutor Moto,43627
Sudeste,São Paulo,Masculino,31 a 40,AB-Condutor Moto/Carro,1677168
Sudeste,São Paulo,Masculino,31 a 40,AC-Condutor Moto/Caminhão,10269
Sudeste,São Paulo,Masculino,31 a 40,AD-Condutor Moto/Ônibus,270823
Sudeste,São Paulo,Masculino,31 a 40,AE-Condutor Moto/Carreta,84110
Sudeste,São Paulo,Masculino,31 a 40,B-Condutor Carro,1104082
Sudeste,São Paulo,Masculino,31 a 40,C-Condutor Caminhão,3050
Sudeste,São Paulo,Masculino,31 a 40,D-Condutor Ônibus,66888
Sudeste,São Paulo,Masculino,31 a 40,E-Condutor Carreta,15177
Sudeste,São Paulo,Masculino,31 a 40,X-Condutor Ciclomotor,7
Sudeste,São Paulo,Masculino,31 a 40,XB-Condutor Ciclomotor/Carro,10
Sudeste,São Paulo,Masculino,41 a 50,A-Condutor Moto,28602
Sudeste,São Paulo,Masculino,41 a 50,AB-Condutor Moto/Carro,1135784
Sudeste,São Paulo,Masculino,41 a 50,AC-Condutor Moto/Caminhão,64101
Sudeste,São Paulo,Masculino,41 a 50,AD-Condutor Moto/Ônibus,286140
Sudeste,São Paulo,Masculino,41 a 50,AE-Condutor Moto/Carreta,126335
Sudeste,São Paulo,Masculino,41 a 50,B-Condutor Carro,1126218
Sudeste,São Paulo,Masculino,41 a 50,C-Condutor Caminhão,27223
Sudeste,São Paulo,Masculino,41 a 50,D-Condutor Ônibus,156907
Sudeste,São Paulo,Masculino,41 a 50,E-Condutor Carreta,45321
Sudeste,São Paulo,Masculino,41 a 50,X-Condutor Ciclomotor,1
Sudeste,São Paulo,Masculino,41 a 50,XB-Condutor Ciclomotor/Carro,5
Sudeste,São Paulo,Masculino,51 a 60,A-Condutor Moto,15511
Sudeste,São Paulo,Masculino,51 a 60,AB-Condutor Moto/Carro,589610
Sudeste,São Paulo,Masculino,51 a 60,AC-Condutor Moto/Caminhão,183162
Sudeste,São Paulo,Masculino,51 a 60,AD-Condutor Moto/Ônibus,197349
Sudeste,São Paulo,Masculino,51 a 60,AE-Condutor Moto/Carreta,88440
Sudeste,São Paulo,Masculino,51 a 60,B-Condutor Carro,858485
Sudeste,São Paulo,Masculino,51 a 60,C-Condutor Caminhão,139978
Sudeste,São Paulo,Masculino,51 a 60,D-Condutor Ônibus,222463
Sudeste,São Paulo,Masculino,51 a 60,E-Condutor Carreta,57532
Sudeste,São Paulo,Masculino,51 a 60,X-Condutor Ciclomotor,1
Sudeste,São Paulo,Masculino,51 a 60,XB-Condutor Ciclomotor/Carro,5
Sudeste,São Paulo,Masculino,61 a 70,A-Condutor Moto,5805
Sudeste,São Paulo,Masculino,61 a 70,AB-Condutor Moto/Carro,289294
Sudeste,São Paulo,Masculino,61 a 70,AC-Condutor Moto/Caminhão,41996
Sudeste,São Paulo,Masculino,61 a 70,AD-Condutor Moto/Ônibus,122009
Sudeste,São Paulo,Masculino,61 a 70,AE-Condutor Moto/Carreta,29401
Sudeste,São Paulo,Masculino,61 a 70,B-Condutor Carro,862402
Sudeste,São Paulo,Masculino,61 a 70,C-Condutor Caminhão,85930
Sudeste,São Paulo,Masculino,61 a 70,D-Condutor Ônibus,296473
Sudeste,São Paulo,Masculino,61 a 70,E-Condutor Carreta,48889
Sudeste,São Paulo,Masculino,61 a 70,XB-Condutor Ciclomotor/Carro,3
Sudeste,São Paulo,Masculino,61 a 70,XD-Condutor Ciclomotor/Ônibus,1
Sudeste,São Paulo,Masculino,71 a 80,A-Condutor Moto,2006
Sudeste,São Paulo,Masculino,71 a 80,AB-Condutor Moto/Carro,106312
Sudeste,São Paulo,Masculino,71 a 80,AC-Condutor Moto/Caminhão,6898
Sudeste,São Paulo,Masculino,71 a 80,AD-Condutor Moto/Ônibus,24430
Sudeste,São Paulo,Masculino,71 a 80,AE-Condutor Moto/Carreta,4040
Sudeste,São Paulo,Masculino,71 a 80,B-Condutor Carro,648397
Sudeste,São Paulo,Masculino,71 a 80,C-Condutor Caminhão,37284
Sudeste,São Paulo,Masculino,71 a 80,D-Condutor Ônibus,133350
Sudeste,São Paulo,Masculino,71 a 80,E-Condutor Carreta,13288
Sudeste,São Paulo,Masculino,81 a 90,A-Condutor Moto,729
Sudeste,São Paulo,Masculino,81 a 90,AB-Condutor Moto/Carro,31331
Sudeste,São Paulo,Masculino,81 a 90,AC-Condutor Moto/Caminhão,2190
Sudeste,São Paulo,Masculino,81 a 90,AD-Condutor Moto/Ônibus,4947
Sudeste,São Paulo,Masculino,81 a 90,AE-Condutor Moto/Carreta,373
Sudeste,São Paulo,Masculino,81 a 90,B-Condutor Carro,344140
Sudeste,São Paulo,Masculino,81 a 90,C-Condutor Caminhão,21837
Sudeste,São Paulo,Masculino,81 a 90,D-Condutor Ônibus,47345
Sudeste,São Paulo,Masculino,81 a 90,E-Condutor Carreta,2455
Sudeste,São Paulo,Masculino,81 a 90,X-Condutor Ciclomotor,1
Sudeste,São Paulo,Masculino,91 a 100,A-Condutor Moto,169
Sudeste,São Paulo,Masculino,91 a 100,AB-Condutor Moto/Carro,7042
Sudeste,São Paulo,Masculino,91 a 100,AC-Condutor Moto/Caminhão,366
Sudeste,São Paulo,Masculino,91 a 100,AD-Condutor Moto/Ônibus,501
Sudeste,São Paulo,Masculino,91 a 100,AE-Condutor Moto/Carreta,29
Sudeste,São Paulo,Masculino,91 a 100,B-Condutor Carro,140712
Sudeste,São Paulo,Masculino,91 a 100,C-Condutor Caminhão,5579
Sudeste,São Paulo,Masculino,91 a 100,D-Condutor Ônibus,6450
Sudeste,São Paulo,Masculino,91 a 100,E-Condutor Carreta,231
Sudeste,São Paulo,Masculino,101 a 120,A-Condutor Moto,15
Sudeste,São Paulo,Masculino,101 a 120,AB-Condutor Moto/Carro,573
Sudeste,São Paulo,Masculino,101 a 120,AC-Condutor Moto/Caminhão,14
Sudeste,São Paulo,Masculino,101 a 120,AD-Condutor Moto/Ônibus,8
Sudeste,São Paulo,Masculino,101 a 120,AE-Condutor Moto/Carreta,2
Sudeste,São Paulo,Masculino,101 a 120,B-Condutor Carro,17930
Sudeste,São Paulo,Masculino,101 a 120,C-Condutor Caminhão,253
Sudeste,São Paulo,Masculino,101 a 120,D-Condutor Ônibus,147
Sudeste,São Paulo,Masculino,101 a 120,E-Condutor Carreta,4
Sudeste,São Paulo,Feminino,18 a 21,A-Condutor Moto,1796
Sudeste,São Paulo,Feminino,18 a 21,AB-Condutor Moto/Carro,107554
Sudeste,São Paulo,Feminino,18 a 21,AC-Condutor Moto/Caminhão,5
Sudeste,São Paulo,Feminino,18 a 21,AD-Condutor Moto/Ônibus,17
Sudeste,São Paulo,Feminino,18 a 21,B-Condutor Carro,116237
Sudeste,São Paulo,Feminino,18 a 21,C-Condutor Caminhão,6
Sudeste,São Paulo,Feminino,18 a 21,D-Condutor Ônibus,11
Sudeste,São Paulo,Feminino,22 a 25,A-Condutor Moto,8951
Sudeste,São Paulo,Feminino,22 a 25,AB-Condutor Moto/Carro,251524
Sudeste,São Paulo,Feminino,22 a 25,AC-Condutor Moto/Caminhão,17
Sudeste,São Paulo,Feminino,22 a 25,AD-Condutor Moto/Ônibus,624
Sudeste,São Paulo,Feminino,22 a 25,AE-Condutor Moto/Carreta,23
Sudeste,São Paulo,Feminino,22 a 25,B-Condutor Carro,308591
Sudeste,São Paulo,Feminino,22 a 25,C-Condutor Caminhão,5
Sudeste,São Paulo,Feminino,22 a 25,D-Condutor Ônibus,214
Sudeste,São Paulo,Feminino,22 a 25,E-Condutor Carreta,7
Sudeste,São Paulo,Feminino,22 a 25,X-Condutor Ciclomotor,1
Sudeste,São Paulo,Feminino,26 a 30,A-Condutor Moto,13223
Sudeste,São Paulo,Feminino,26 a 30,AB-Condutor Moto/Carro,408110
Sudeste,São Paulo,Feminino,26 a 30,AC-Condutor Moto/Caminhão,54
Sudeste,São Paulo,Feminino,26 a 30,AD-Condutor Moto/Ônibus,2698
Sudeste,São Paulo,Feminino,26 a 30,AE-Condutor Moto/Carreta,203
Sudeste,São Paulo,Feminino,26 a 30,B-Condutor Carro,534691
Sudeste,São Paulo,Feminino,26 a 30,C-Condutor Caminhão,8
Sudeste,São Paulo,Feminino,26 a 30,D-Condutor Ônibus,1024
Sudeste,São Paulo,Feminino,26 a 30,E-Condutor Carreta,25
Sudeste,São Paulo,Feminino,26 a 30,XB-Condutor Ciclomotor/Carro,2
Sudeste,São Paulo,Feminino,31 a 40,A-Condutor Moto,25317
Sudeste,São Paulo,Feminino,31 a 40,AB-Condutor Moto/Carro,876247
Sudeste,São Paulo,Feminino,31 a 40,AC-Condutor Moto/Caminhão,216
Sudeste,São Paulo,Feminino,31 a 40,AD-Condutor Moto/Ônibus,14526
Sudeste,São Paulo,Feminino,31 a 40,AE-Condutor Moto/Carreta,1538
Sudeste,São Paulo,Feminino,31 a 40,B-Condutor Carro,1537635
Sudeste,São Paulo,Feminino,31 a 40,C-Condutor Caminhão,73
Sudeste,São Paulo,Feminino,31 a 40,D-Condutor Ônibus,8324
Sudeste,São Paulo,Feminino,31 a 40,E-Condutor Carreta,270
Sudeste,São Paulo,Feminino,31 a 40,X-Condutor Ciclomotor,2
Sudeste,São Paulo,Feminino,31 a 40,XB-Condutor Ciclomotor/Carro,5
Sudeste,São Paulo,Feminino,41 a 50,A-Condutor Moto,17399
Sudeste,São Paulo,Feminino,41 a 50,AB-Condutor Moto/Carro,499237
Sudeste,São Paulo,Feminino,41 a 50,AC-Condutor Moto/Caminhão,1221
Sudeste,São Paulo,Feminino,41 a 50,AD-Condutor Moto/Ônibus,13953
Sudeste,São Paulo,Feminino,41 a 50,AE-Condutor Moto/Carreta,1925
Sudeste,São Paulo,Feminino,41 a 50,B-Condutor Carro,1571543
Sudeste,São Paulo,Feminino,41 a 50,C-Condutor Caminhão,1382
Sudeste,São Paulo,Feminino,41 a 50,D-Condutor Ônibus,16665
Sudeste,São Paulo,Feminino,41 a 50,E-Condutor Carreta,639
Sudeste,São Paulo,Feminino,41 a 50,X-Condutor Ciclomotor,1
Sudeste,São Paulo,Feminino,41 a 50,XB-Condutor Ciclomotor/Carro,6
Sudeste,São Paulo,Feminino,51 a 60,A-Condutor Moto,8139
Sudeste,São Paulo,Feminino,51 a 60,AB-Condutor Moto/Carro,205543
Sudeste,São Paulo,Feminino,51 a 60,AC-Condutor Moto/Caminhão,8032
Sudeste,São Paulo,Feminino,51 a 60,AD-Condutor Moto/Ônibus,6719
Sudeste,São Paulo,Feminino,51 a 60,AE-Condutor Moto/Carreta,1084
Sudeste,São Paulo,Feminino,51 a 60,B-Condutor Carro,1182916
Sudeste,São Paulo,Feminino,51 a 60,C-Condutor Caminhão,27059
Sudeste,São Paulo,Feminino,51 a 60,D-Condutor Ônibus,19182
Sudeste,São Paulo,Feminino,51 a 60,E-Condutor Carreta,674
Sudeste,São Paulo,Feminino,51 a 60,X-Condutor Ciclomotor,2
Sudeste,São Paulo,Feminino,51 a 60,XB-Condutor Ciclomotor/Carro,4
Sudeste,São Paulo,Feminino,61 a 70,A-Condutor Moto,1718
Sudeste,São Paulo,Feminino,61 a 70,AB-Condutor Moto/Carro,48924
Sudeste,São Paulo,Feminino,61 a 70,AC-Condutor Moto/Caminhão,1739
Sudeste,São Paulo,Feminino,61 a 70,AD-Condutor Moto/Ônibus,2156
Sudeste,São Paulo,Feminino,61 a 70,AE-Condutor Moto/Carreta,263
Sudeste,São Paulo,Feminino,61 a 70,B-Condutor Carro,844466
Sudeste,São Paulo,Feminino,61 a 70,C-Condutor Caminhão,18707
Sudeste,São Paulo,Feminino,61 a 70,D-Condutor Ônibus,14052
Sudeste,São Paulo,Feminino,61 a 70,E-Condutor Carreta,364
Sudeste,São Paulo,Feminino,61 a 70,X-Condutor Ciclomotor,3
Sudeste,São Paulo,Feminino,61 a 70,XB-Condutor Ciclomotor/Carro,2
Sudeste,São Paulo,Feminino,71 a 80,A-Condutor Moto,179
Sudeste,São Paulo,Feminino,71 a 80,AB-Condutor Moto/Carro,6774
Sudeste,São Paulo,Feminino,71 a 80,AC-Condutor Moto/Caminhão,202
Sudeste,São Paulo,Feminino,71 a 80,AD-Condutor Moto/Ônibus,288
Sudeste,São Paulo,Feminino,71 a 80,AE-Condutor Moto/Carreta,25
Sudeste,São Paulo,Feminino,71 a 80,B-Condutor Carro,393850
Sudeste,São Paulo,Feminino,71 a 80,C-Condutor Caminhão,5904
Sudeste,São Paulo,Feminino,71 a 80,D-Condutor Ônibus,4081
Sudeste,São Paulo,Feminino,71 a 80,E-Condutor Carreta,69
Sudeste,São Paulo,Feminino,81 a 90,A-Condutor Moto,15
Sudeste,São Paulo,Feminino,81 a 90,AB-Condutor Moto/Carro,632
Sudeste,São Paulo,Feminino,81 a 90,AC-Condutor Moto/Caminhão,24
Sudeste,São Paulo,Feminino,81 a 90,AD-Condutor Moto/Ônibus,40
Sudeste,São Paulo,Feminino,81 a 90,AE-Condutor Moto/Carreta,3
Sudeste,São Paulo,Feminino,81 a 90,B-Condutor Carro,131622
Sudeste,São Paulo,Feminino,81 a 90,C-Condutor Caminhão,1012
Sudeste,São Paulo,Feminino,81 a 90,D-Condutor Ônibus,761
Sudeste,São Paulo,Feminino,81 a 90,E-Condutor Carreta,10
Sudeste,São Paulo,Feminino,91 a 100,A-Condutor Moto,2
Sudeste,São Paulo,Feminino,91 a 100,AB-Condutor Moto/Carro,79
Sudeste,São Paulo,Feminino,91 a 100,AC-Condutor Moto/Caminhão,1
Sudeste,São Paulo,Feminino,91 a 100,AD-Condutor Moto/Ônibus,4
Sudeste,São Paulo,Feminino,91 a 100,B-Condutor Carro,30552
Sudeste,São Paulo,Feminino,91 a 100,C-Condutor Caminhão,60
Sudeste,São Paulo,Feminino,91 a 100,D-Condutor Ônibus,42
Sudeste,São Paulo,Feminino,91 a 100,E-Condutor Carreta,2
Sudeste,São Paulo,Feminino,101 a 120,A-Condutor Moto,1
Sudeste,São Paulo,Feminino,101 a 120,AB-Condutor Moto/Carro,5
Sudeste,São Paulo,Feminino,101 a 120,B-Condutor Carro,1934
Sudeste,São Paulo,Feminino,101 a 120,C-Condutor Caminhão,5
Sudeste,São Paulo,Feminino,101 a 120,D-Condutor Ônibus,1
Sudeste,São Paulo,Feminino,Mais de 120,AB-Condutor Moto/Carro,1
Sul,Paraná,Masculino,18 a 21,A-Condutor Moto,1002
Sul,Paraná,Masculino,18 a 21,AB-Condutor Moto/Carro,82444
Sul,Paraná,Masculino,18 a 21,AC-Condutor Moto/Caminhão,1951
Sul,Paraná,Masculino,18 a 21,AD-Condutor Moto/Ônibus,447
Sul,Paraná,Masculino,18 a 21,AE-Condutor Moto/Carreta,104
Sul,Paraná,Masculino,18 a 21,B-Condutor Carro,35177
Sul,Paraná,Masculino,18 a 21,C-Condutor Caminhão,370
Sul,Paraná,Masculino,18 a 21,D-Condutor Ônibus,66
Sul,Paraná,Masculino,18 a 21,E-Condutor Carreta,25
Sul,Paraná,Masculino,22 a 25,A-Condutor Moto,3225
Sul,Paraná,Masculino,22 a 25,AB-Condutor Moto/Carro,148283
Sul,Paraná,Masculino,22 a 25,AC-Condutor Moto/Caminhão,4618
Sul,Paraná,Masculino,22 a 25,AD-Condutor Moto/Ônibus,9812
Sul,Paraná,Masculino,22 a 25,AE-Condutor Moto/Carreta,2517
Sul,Paraná,Masculino,22 a 25,B-Condutor Carro,69111
Sul,Paraná,Masculino,22 a 25,C-Condutor Caminhão,977
Sul,Paraná,Masculino,22 a 25,D-Condutor Ônibus,1667
Sul,Paraná,Masculino,22 a 25,E-Condutor Carreta,509
Sul,Paraná,Masculino,22 a 25,X-Condutor Ciclomotor,1
Sul,Paraná,Masculino,22 a 25,XB-Condutor Ciclomotor/Carro,7
Sul,Paraná,Masculino,26 a 30,A-Condutor Moto,4855
Sul,Paraná,Masculino,26 a 30,AB-Condutor Moto/Carro,211130
Sul,Paraná,Masculino,26 a 30,AC-Condutor Moto/Caminhão,7652
Sul,Paraná,Masculino,26 a 30,AD-Condutor Moto/Ônibus,25859
