"Região Habilitação Atual","UF Habilitação Atual","Sexo","Faixa Etária","Categoria","Qt. Condutor Histórico"
"Sudeste","Rio de Janeiro","Masculino","22 a 25","AB-Condutor Moto/Carro","75.745"
"Sudeste","Rio de Janeiro","Masculino","22 a 25","AC-Condutor Moto/Caminhão","141"
"Sudeste","Rio de Janeiro","Masculino","22 a 25","AD-Condutor Moto/Ônibus","4.634"
"Sudeste","Rio de Janeiro","Masculino","22 a 25","AE-Condutor Moto/Carreta","205"
"Sudeste","Rio de Janeiro","Masculino","22 a 25","B-Condutor Carro","121.642"
"Sudeste","Rio de Janeiro","Masculino","22 a 25","C-Condutor Caminhão","68"
"Sudeste","Rio de Janeiro","Masculino","22 a 25","D-Condutor Ônibus","3.072"
"Sudeste","Rio de Janeiro","Masculino","22 a 25","E-Condutor Carreta","111"
"Sudeste","Rio de Janeiro","Masculino","22 a 25","XB-Condutor Ciclomotor/Carro","7"
"Sudeste","Rio de Janeiro","Masculino","26 a 30","A-Condutor Moto","17.534"
"Sudeste","Rio de Janeiro","Masculino","26 a 30","AB-Condutor Moto/Carro","107.322"
"Sudeste","Rio de Janeiro","Masculino","26 a 30","AC-Condutor Moto/Caminhão","221"
"Sudeste","Rio de Janeiro","Masculino","26 a 30","AD-Condutor Moto/Ônibus","14.451"
"Sudeste","Rio de Janeiro","Masculino","26 a 30","AE-Condutor Moto/Carreta","1.685"
"Sudeste","Rio de Janeiro","Masculino","26 a 30","B-Condutor Carro","184.870"
"Sudeste","Rio de Janeiro","Masculino","26 a 30","C-Condutor Caminhão","149"
"Sudeste","Rio de Janeiro","Masculino","26 a 30","D-Condutor Ônibus","11.388"
"Sudeste","Rio de Janeiro","Masculino","26 a 30","E-Condutor Carreta","966"
"Sudeste","Rio de Janeiro","Masculino","26 a 30","X-Condutor Ciclomotor","1"
"Sudeste","Rio de Janeiro","Masculino","26 a 30","XB-Condutor Ciclomotor/Carro","19"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","A-Condutor Moto","30.330"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","AB-Condutor Moto/Carro","224.610"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","AC-Condutor Moto/Caminhão","916"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","AD-Condutor Moto/Ônibus","52.771"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","AE-Condutor Moto/Carreta","10.240"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","B-Condutor Carro","467.289"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","C-Condutor Caminhão","882"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","D-Condutor Ônibus","58.518"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","E-Condutor Carreta","8.052"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","X-Condutor Ciclomotor","7"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","XB-Condutor Ciclomotor/Carro","112"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","XC-Condutor Ciclomotor/Caminhão","4"
"Sudeste","Rio de Janeiro","Masculino","31 a 40","XD-Condutor Ciclomotor/Ônibus","1"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","A-Condutor Moto","14.403"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","AB-Condutor Moto/Carro","146.031"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","AC-Condutor Moto/Caminhão","21.359"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","AD-Condutor Moto/Ônibus","47.863"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","AE-Condutor Moto/Carreta","13.279"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","B-Condutor Carro","416.605"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","C-Condutor Caminhão","18.928"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","D-Condutor Ônibus","80.176"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","E-Condutor Carreta","13.347"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","X-Condutor Ciclomotor","11"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","XB-Condutor Ciclomotor/Carro","123"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","XC-Condutor Ciclomotor/Caminhão","7"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","XD-Condutor Ciclomotor/Ônibus","3"
"Sudeste","Rio de Janeiro","Masculino","41 a 50","XE-Condutor Ciclomotor/Carreta","3"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","A-Condutor Moto","6.641"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","AB-Condutor Moto/Carro","105.457"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","AC-Condutor Moto/Caminhão","31.199"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","AD-Condutor Moto/Ônibus","35.567"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","AE-Condutor Moto/Carreta","7.440"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","B-Condutor Carro","337.601"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","C-Condutor Caminhão","49.639"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","D-Condutor Ônibus","75.148"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","E-Condutor Carreta","11.071"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","X-Condutor Ciclomotor","15"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","XB-Condutor Ciclomotor/Carro","68"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","XC-Condutor Ciclomotor/Caminhão","4"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","XD-Condutor Ciclomotor/Ônibus","3"
"Sudeste","Rio de Janeiro","Masculino","51 a 60","XE-Condutor Ciclomotor/Carreta","2"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","A-Condutor Moto","1.840"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","AB-Condutor Moto/Carro","62.981"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","AC-Condutor Moto/Caminhão","8.633"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","AD-Condutor Moto/Ônibus","22.144"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","AE-Condutor Moto/Carreta","2.184"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","B-Condutor Carro","304.059"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","C-Condutor Caminhão","38.056"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","D-Condutor Ônibus","77.199"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","E-Condutor Carreta","6.976"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","X-Condutor Ciclomotor","23"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","XB-Condutor Ciclomotor/Carro","32"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","XC-Condutor Ciclomotor/Caminhão","4"
"Sudeste","Rio de Janeiro","Masculino","61 a 70","XD-Condutor Ciclomotor/Ônibus","2"
"Sudeste","Rio de Janeiro","Masculino","71 a 80","A-Condutor Moto","388"
"Sudeste","Rio de Janeiro","Masculino","71 a 80","AB-Condutor Moto/Carro","24.795"
"Sudeste","Rio de Janeiro","Masculino","71 a 80","AC-Condutor Moto/Caminhão","1.550"
"Sudeste","Rio de Janeiro","Masculino","71 a 80","AD-Condutor Moto/Ônibus","5.792"
"Sudeste","Rio de Janeiro","Masculino","71 a 80","AE-Condutor Moto/Carreta","350"
"Sudeste","Rio de Janeiro","Masculino","71 a 80","B-Condutor Carro","207.492"
"Sudeste","Rio de Janeiro","Masculino","71 a 80","C-Condutor Caminhão","14.743"
"Sudeste","Rio de Janeiro","Masculino","71 a 80","D-Condutor Ônibus","39.988"
"Sudeste","Rio de Janeiro","Masculino","71 a 80","E-Condutor Carreta","1.905"
"Sudeste","Rio de Janeiro","Masculino","71 a 80","X-Condutor Ciclomotor","3"
"Sudeste","Rio de Janeiro","Masculino","71 a 80","XB-Condutor Ciclomotor/Carro","11"
"Sudeste","Rio de Janeiro","Masculino","81 a 90","A-Condutor Moto","117"
"Sudeste","Rio de Janeiro","Masculino","81 a 90","AB-Condutor Moto/Carro","8.246"
"Sudeste","Rio de Janeiro","Masculino","81 a 90","AC-Condutor Moto/Caminhão","444"
"Sudeste","Rio de Janeiro","Masculino","81 a 90","AD-Condutor Moto/Ônibus","1.835"
"Sudeste","Rio de Janeiro","Masculino","81 a 90","AE-Condutor Moto/Carreta","42"
"Sudeste","Rio de Janeiro","Masculino","81 a 90","B-Condutor Carro","121.688"
"Sudeste","Rio de Janeiro","Masculino","81 a 90","C-Condutor Caminhão","6.372"
"Sudeste","Rio de Janeiro","Masculino","81 a 90","D-Condutor Ônibus","19.912"
"Sudeste","Rio de Janeiro","Masculino","81 a 90","E-Condutor Carreta","496"
"Sudeste","Rio de Janeiro","Masculino","81 a 90","X-Condutor Ciclomotor","1"
"Sudeste","Rio de Janeiro","Masculino","91 a 100","A-Condutor Moto","24"
"Sudeste","Rio de Janeiro","Masculino","91 a 100","AB-Condutor Moto/Carro","1.856"
"Sudeste","Rio de Janeiro","Masculino","91 a 100","AC-Condutor Moto/Caminhão","55"
"Sudeste","Rio de Janeiro","Masculino","91 a 100","AD-Condutor Moto/Ônibus","232"
"Sudeste","Rio de Janeiro","Masculino","91 a 100","AE-Condutor Moto/Carreta","4"
"Sudeste","Rio de Janeiro","Masculino","91 a 100","B-Condutor Carro","49.043"
"Sudeste","Rio de Janeiro","Masculino","91 a 100","C-Condutor Caminhão","922"
"Sudeste","Rio de Janeiro","Masculino","91 a 100","D-Condutor Ônibus","3.290"
"Sudeste","Rio de Janeiro","Masculino","91 a 100","E-Condutor Carreta","42"
"Sudeste","Rio de Janeiro","Masculino","101 a 120","A-Condutor Moto","2"
"Sudeste","Rio de Janeiro","Masculino","101 a 120","AB-Condutor Moto/Carro","167"
"Sudeste","Rio de Janeiro","Masculino","101 a 120","AC-Condutor Moto/Caminhão","2"
"Sudeste","Rio de Janeiro","Masculino","101 a 120","AD-Condutor Moto/Ônibus","8"
"Sudeste","Rio de Janeiro","Masculino","101 a 120","B-Condutor Carro","6.563"
"Sudeste","Rio de Janeiro","Masculino","101 a 120","C-Condutor Caminhão","60"
"Sudeste","Rio de Janeiro","Masculino","101 a 120","D-Condutor Ônibus","190"
"Sudeste","Rio de Janeiro","Feminino","18 a 21","A-Condutor Moto","712"
"Sudeste","Rio de Janeiro","Feminino","18 a 21","AB-Condutor Moto/Carro","6.396"
"Sudeste","Rio de Janeiro","Feminino","18 a 21","B-Condutor Carro","28.595"
"Sudeste","Rio de Janeiro","Feminino","18 a 21","C-Condutor Caminhão","1"
"Sudeste","Rio de Janeiro","Feminino","22 a 25","A-Condutor Moto","2.339"
"Sudeste","Rio de Janeiro","Feminino","22 a 25","AB-Condutor Moto/Carro","16.992"
"Sudeste","Rio de Janeiro","Feminino","22 a 25","AC-Condutor Moto/Caminhão","1"
"Sudeste","Rio de Janeiro","Feminino","22 a 25","AD-Condutor Moto/Ônibus","91"
"Sudeste","Rio de Janeiro","Feminino","22 a 25","B-Condutor Carro","83.796"
"Sudeste","Rio de Janeiro","Feminino","22 a 25","C-Condutor Caminhão","1"
"Sudeste","Rio de Janeiro","Feminino","22 a 25","D-Condutor Ônibus","57"
"Sudeste","Rio de Janeiro","Feminino","22 a 25","E-Condutor Carreta","1"
"Sudeste","Rio de Janeiro","Feminino","22 a 25","X-Condutor Ciclomotor","4"
"Sudeste","Rio de Janeiro","Feminino","22 a 25","XB-Condutor Ciclomotor/Carro","4"
"Sudeste","Rio de Janeiro","Feminino","26 a 30","A-Condutor Moto","3.972"
"Sudeste","Rio de Janeiro","Feminino","26 a 30","AB-Condutor Moto/Carro","25.627"
"Sudeste","Rio de Janeiro","Feminino","26 a 30","AD-Condutor Moto/Ônibus","309"
"Sudeste","Rio de Janeiro","Feminino","26 a 30","AE-Condutor Moto/Carreta","19"
"Sudeste","Rio de Janeiro","Feminino","26 a 30","B-Condutor Carro","149.549"
"Sudeste","Rio de Janeiro","Feminino","26 a 30","C-Condutor Caminhão","6"
"Sudeste","Rio de Janeiro","Feminino","26 a 30","D-Condutor Ônibus","275"
"Sudeste","Rio de Janeiro","Feminino","26 a 30","E-Condutor Carreta","4"
"Sudeste","Rio de Janeiro","Feminino","26 a 30","X-Condutor Ciclomotor","5"
"Sudeste","Rio de Janeiro","Feminino","26 a 30","XB-Condutor Ciclomotor/Carro","16"
"Sudeste","Rio de Janeiro","Feminino","31 a 40","A-Condutor Moto","8.179"
"Sudeste","Rio de Janeiro","Feminino","31 a 40","AB-Condutor Moto/Carro","47.114"
"Sudeste","Rio de Janeiro","Feminino","31 a 40","AC-Condutor Moto/Caminhão","12"
"Sudeste","Rio de Janeiro","Feminino","31 a 40","AD-Condutor Moto/Ônibus","1.199"
"Sudeste","Rio de Janeiro","Feminino","31 a 40","AE-Condutor Moto/Carreta","95"
"Sudeste","Rio de Janeiro","Feminino","31 a 40","B-Condutor Carro","425.244"
"Sudeste","Rio de Janeiro","Feminino","31 a 40","C-Condutor Caminhão","23"
"Sudeste","Rio de Janeiro","Feminino","31 a 40","D-Condutor Ônibus","2.095"
"Sudeste","Rio de Janeiro","Feminino","31 a 40","E-Condutor Carreta","66"
"Sudeste","Rio de Janeiro","Feminino","31 a 40","X-Condutor Ciclomotor","24"
"Sudeste","Rio de Janeiro","Feminino","31 a 40","XB-Condutor Ciclomotor/Carro","76"
"Sudeste","Rio de Janeiro","Feminino","31 a 40","XC-Condutor Ciclomotor/Caminhão","3"
"Sudeste","Rio de Janeiro","Feminino","41 a 50","A-Condutor Moto","4.516"
"Sudeste","Rio de Janeiro","Feminino","41 a 50","AB-Condutor Moto/Carro","24.444"
"Sudeste","Rio de Janeiro","Feminino","41 a 50","AC-Condutor Moto/Caminhão","296"
"Sudeste","Rio de Janeiro","Feminino","41 a 50","AD-Condutor Moto/Ônibus","924"
"Sudeste","Rio de Janeiro","Feminino","41 a 50","AE-Condutor Moto/Carreta","84"
"Sudeste","Rio de Janeiro","Feminino","41 a 50","B-Condutor Carro","359.429"
"Sudeste","Rio de Janeiro","Feminino","41 a 50","C-Condutor Caminhão","610"
"Sudeste","Rio de Janeiro","Feminino","41 a 50","D-Condutor Ônibus","3.171"
"Sudeste","Rio de Janeiro","Feminino","41 a 50","E-Condutor Carreta","98"
"Sudeste","Rio de Janeiro","Feminino","41 a 50","X-Condutor Ciclomotor","30"
"Sudeste","Rio de Janeiro","Feminino","41 a 50","XB-Condutor Ciclomotor/Carro","52"
"Sudeste","Rio de Janeiro","Feminino","41 a 50","XC-Condutor Ciclomotor/Caminhão","2"
"Sudeste","Rio de Janeiro","Feminino","51 a 60","A-Condutor Moto","1.750"
"Sudeste","Rio de Janeiro","Feminino","51 a 60","AB-Condutor Moto/Carro","15.890"
"Sudeste","Rio de Janeiro","Feminino","51 a 60","AC-Condutor Moto/Caminhão","583"
"Sudeste","Rio de Janeiro","Feminino","51 a 60","AD-Condutor Moto/Ônibus","575"
"Sudeste","Rio de Janeiro","Feminino","51 a 60","AE-Condutor Moto/Carreta","43"
"Sudeste","Rio de Janeiro","Feminino","51 a 60","B-Condutor Carro","267.187"
"Sudeste","Rio de Janeiro","Feminino","51 a 60","C-Condutor Caminhão","1.782"
"Sudeste","Rio de Janeiro","Feminino","51 a 60","D-Condutor Ônibus","2.519"
"Sudeste","Rio de Janeiro","Feminino","51 a 60","E-Condutor Carreta","66"
"Sudeste","Rio de Janeiro","Feminino","51 a 60","X-Condutor Ciclomotor","28"
"Sudeste","Rio de Janeiro","Feminino","51 a 60","XB-Condutor Ciclomotor/Carro","37"
"Sudeste","Rio de Janeiro","Feminino","51 a 60","XC-Condutor Ciclomotor/Caminhão","1"
"Sudeste","Rio de Janeiro","Feminino","61 a 70","A-Condutor Moto","210"
"Sudeste","Rio de Janeiro","Feminino","61 a 70","AB-Condutor Moto/Carro","6.486"
"Sudeste","Rio de Janeiro","Feminino","61 a 70","AC-Condutor Moto/Caminhão","162"
"Sudeste","Rio de Janeiro","Feminino","61 a 70","AD-Condutor Moto/Ônibus","202"
"Sudeste","Rio de Janeiro","Feminino","61 a 70","AE-Condutor Moto/Carreta","15"
"Sudeste","Rio de Janeiro","Feminino","61 a 70","B-Condutor Carro","200.502"
"Sudeste","Rio de Janeiro","Feminino","61 a 70","C-Condutor Caminhão","1.329"
"Sudeste","Rio de Janeiro","Feminino","61 a 70","D-Condutor Ônibus","1.329"
"Sudeste","Rio de Janeiro","Feminino","61 a 70","E-Condutor Carreta","29"
"Sudeste","Rio de Janeiro","Feminino","61 a 70","X-Condutor Ciclomotor","6"
"Sudeste","Rio de Janeiro","Feminino","61 a 70","XB-Condutor Ciclomotor/Carro","8"
"Sudeste","Rio de Janeiro","Feminino","61 a 70","XC-Condutor Ciclomotor/Caminhão","1"
"Sudeste","Rio de Janeiro","Feminino","71 a 80","A-Condutor Moto","9"
"Sudeste","Rio de Janeiro","Feminino","71 a 80","AB-Condutor Moto/Carro","1.225"
"Sudeste","Rio de Janeiro","Feminino","71 a 80","AC-Condutor Moto/Caminhão","25"
"Sudeste","Rio de Janeiro","Feminino","71 a 80","AD-Condutor Moto/Ônibus","49"
"Sudeste","Rio de Janeiro","Feminino","71 a 80","AE-Condutor Moto/Carreta","4"
"Sudeste","Rio de Janeiro","Feminino","71 a 80","B-Condutor Carro","97.037"
"Sudeste","Rio de Janeiro","Feminino","71 a 80","C-Condutor Caminhão","445"
"Sudeste","Rio de Janeiro","Feminino","71 a 80","D-Condutor Ônibus","414"
"Sudeste","Rio de Janeiro","Feminino","71 a 80","E-Condutor Carreta","6"
"Sudeste","Rio de Janeiro","Feminino","81 a 90","AB-Condutor Moto/Carro","188"
"Sudeste","Rio de Janeiro","Feminino","81 a 90","AC-Condutor Moto/Caminhão","5"
"Sudeste","Rio de Janeiro","Feminino","81 a 90","AD-Condutor Moto/Ônibus","11"
"Sudeste","Rio de Janeiro","Feminino","81 a 90","AE-Condutor Moto/Carreta","1"
"Sudeste","Rio de Janeiro","Feminino","81 a 90","B-Condutor Carro","34.173"
"Sudeste","Rio de Janeiro","Feminino","81 a 90","C-Condutor Caminhão","125"
"Sudeste","Rio de Janeiro","Feminino","81 a 90","D-Condutor Ônibus","128"
"Sudeste","Rio de Janeiro","Feminino","81 a 90","E-Condutor Carreta","2"
"Sudeste","Rio de Janeiro","Feminino","91 a 100","AB-Condutor Moto/Carro","25"
"Sudeste","Rio de Janeiro","Feminino","91 a 100","AD-Condutor Moto/Ônibus","1"
"Sudeste","Rio de Janeiro","Feminino","91 a 100","B-Condutor Carro","7.747"
"Sudeste","Rio de Janeiro","Feminino","91 a 100","C-Condutor Caminhão","9"
"Sudeste","Rio de Janeiro","Feminino","91 a 100","D-Condutor Ônibus","20"
"Sudeste","Rio de Janeiro","Feminino","101 a 120","AB-Condutor Moto/Carro","2"
"Sudeste","Rio de Janeiro","Feminino","101 a 120","B-Condutor Carro","524"
"Sudeste","Rio de Janeiro","Feminino","101 a 120","C-Condutor Caminhão","1"
"Sudeste","São Paulo","Masculino","18 a 21","A-Condutor Moto","12.715"
"Sudeste","São Paulo","Masculino","18 a 21","AB-Condutor Moto/Carro","297.090"
"Sudeste","São Paulo","Masculino","18 a 21","AC-Condutor Moto/Caminhão","783"
"Sudeste","São Paulo","Masculino","18 a 21","AD-Condutor Moto/Ônibus","723"
"Sudeste","São Paulo","Masculino","18 a 21","AE-Condutor Moto/Carreta","36"
"Sudeste","São Paulo","Masculino","18 a 21","B-Condutor Carro","161.735"
"Sudeste","São Paulo","Masculino","18 a 21","C-Condutor Caminhão","130"
"Sudeste","São Paulo","Masculino","18 a 21","D-Condutor Ônibus","110"
"Sudeste","São Paulo","Masculino","18 a 21","E-Condutor Carreta","6"
"Sudeste","São Paulo","Masculino","22 a 25","A-Condutor Moto","23.393"
"Sudeste","São Paulo","Masculino","22 a 25","AB-Condutor Moto/Carro","545.848"
"Sudeste","São Paulo","Masculino","22 a 25","AC-Condutor Moto/Caminhão","2.224"
"Sudeste","São Paulo","Masculino","22 a 25","AD-Condutor Moto/Ônibus","20.750"
"Sudeste","São Paulo","Masculino","22 a 25","AE-Condutor Moto/Carreta","2.243"
"Sudeste","São Paulo","Masculino","22 a 25","B-Condutor Carro","341.316"
"Sudeste","São Paulo","Masculino","22 a 25","C-Condutor Caminhão","385"
"Sudeste","São Paulo","Masculino","22 a 25","D-Condutor Ônibus","3.845"
"Sudeste","São Paulo","Masculino","22 a 25","E-Condutor Carreta","247"
"Sudeste","São Paulo","Masculino","26 a 30","A-Condutor Moto","23.571"
"Sudeste","São Paulo","Masculino","26 a 30","AB-Condutor Moto/Carro","772.397"
"Sudeste","São Paulo","Masculino","26 a 30","AC-Condutor Moto/Caminhão","4.349"
"Sudeste","São Paulo","Masculino","26 a 30","AD-Condutor Moto/Ônibus","71.092"
"Sudeste","São Paulo","Masculino","26 a 30","AE-Condutor Moto/Carreta","13.882"
"Sudeste","São Paulo","Masculino","26 a 30","B-Condutor Carro","466.146"
"Sudeste","São Paulo","Masculino","26 a 30","C-Condutor Caminhão","652"
"Sudeste","São Paulo","Masculino","26 a 30","D-Condutor Ônibus","12.606"
"Sudeste","São Paulo","Masculino","26 a 30","E-Condutor Carreta","1.487"
"Sudeste","São Paulo","Masculino","26 a 30","X-Condutor Ciclomotor","2"
"Sudeste","São Paulo","Masculino","26 a 30","XB-Condutor Ciclomotor/Carro","2"
"Sudeste","São Paulo","Masculino","31 a 40","A-Condutor Moto","45.396"
"Sudeste","São Paulo","Masculino","31 a 40","AB-Condutor Moto/Carro","1.620.619"
"Sudeste","São Paulo","Masculino","31 a 40","AC-Condutor Moto/Caminhão","14.920"
"Sudeste","São Paulo","Masculino","31 a 40","AD-Condutor Moto/Ônibus","292.113"
"Sudeste","São Paulo","Masculino","31 a 40","AE-Condutor Moto/Carreta","91.881"
"Sudeste","São Paulo","Masculino","31 a 40","B-Condutor Carro","1.157.283"
"Sudeste","São Paulo","Masculino","31 a 40","C-Condutor Caminhão","5.281"
"Sudeste","São Paulo","Masculino","31 a 40","D-Condutor Ônibus","86.430"
"Sudeste","São Paulo","Masculino","31 a 40","E-Condutor Carreta","19.865"
"Sudeste","São Paulo","Masculino","31 a 40","X-Condutor Ciclomotor","3"
"Sudeste","São Paulo","Masculino","31 a 40","XB-Condutor Ciclomotor/Carro","2"
"Sudeste","São Paulo","Masculino","41 a 50","A-Condutor Moto","25.580"
"Sudeste","São Paulo","Masculino","41 a 50","AB-Condutor Moto/Carro","972.194"
"Sudeste","São Paulo","Masculino","41 a 50","AC-Condutor Moto/Caminhão","114.817"
"Sudeste","São Paulo","Masculino","41 a 50","AD-Condutor Moto/Ônibus","266.377"
"Sudeste","São Paulo","Masculino","41 a 50","AE-Condutor Moto/Carreta","119.795"
"Sudeste","São Paulo","Masculino","41 a 50","B-Condutor Carro","1.046.185"
"Sudeste","São Paulo","Masculino","41 a 50","C-Condutor Caminhão","61.576"
"Sudeste","São Paulo","Masculino","41 a 50","D-Condutor Ônibus","171.843"
"Sudeste","São Paulo","Masculino","41 a 50","E-Condutor Carreta","48.487"
"Sudeste","São Paulo","Masculino","41 a 50","XB-Condutor Ciclomotor/Carro","3"
"Sudeste","São Paulo","Masculino","51 a 60","A-Condutor Moto","13.751"
"Sudeste","São Paulo","Masculino","51 a 60","AB-Condutor Moto/Carro","476.653"
"Sudeste","São Paulo","Masculino","51 a 60","AC-Condutor Moto/Caminhão","185.884"
"Sudeste","São Paulo","Masculino","51 a 60","AD-Condutor Moto/Ônibus","213.018"
"Sudeste","São Paulo","Masculino","51 a 60","AE-Condutor Moto/Carreta","76.981"
"Sudeste","São Paulo","Masculino","51 a 60","B-Condutor Carro","786.742"
"Sudeste","São Paulo","Masculino","51 a 60","C-Condutor Caminhão","166.107"
"Sudeste","São Paulo","Masculino","51 a 60","D-Condutor Ônibus","284.853"
"Sudeste","São Paulo","Masculino","51 a 60","E-Condutor Carreta","60.033"
"Sudeste","São Paulo","Masculino","51 a 60","X-Condutor Ciclomotor","1"
"Sudeste","São Paulo","Masculino","51 a 60","XB-Condutor Ciclomotor/Carro","5"
"Sudeste","São Paulo","Masculino","61 a 70","A-Condutor Moto","4.618"
"Sudeste","São Paulo","Masculino","61 a 70","AB-Condutor Moto/Carro","224.253"
"Sudeste","São Paulo","Masculino","61 a 70","AC-Condutor Moto/Caminhão","35.208"
"Sudeste","São Paulo","Masculino","61 a 70","AD-Condutor Moto/Ônibus","106.476"
"Sudeste","São Paulo","Masculino","61 a 70","AE-Condutor Moto/Carreta","22.688"
"Sudeste","São Paulo","Masculino","61 a 70","B-Condutor Carro","797.252"
"Sudeste","São Paulo","Masculino","61 a 70","C-Condutor Caminhão","91.170"
"Sudeste","São Paulo","Masculino","61 a 70","D-Condutor Ônibus","308.091"
"Sudeste","São Paulo","Masculino","61 a 70","E-Condutor Carreta","44.586"
"Sudeste","São Paulo","Masculino","61 a 70","XB-Condutor Ciclomotor/Carro","2"
"Sudeste","São Paulo","Masculino","61 a 70","XD-Condutor Ciclomotor/Ônibus","1"
"Sudeste","São Paulo","Masculino","71 a 80","A-Condutor Moto","1.661"
"Sudeste","São Paulo","Masculino","71 a 80","AB-Condutor Moto/Carro","83.606"
"Sudeste","São Paulo","Masculino","71 a 80","AC-Condutor Moto/Caminhão","5.441"
"Sudeste","São Paulo","Masculino","71 a 80","AD-Condutor Moto/Ônibus","19.123"
"Sudeste","São Paulo","Masculino","71 a 80","AE-Condutor Moto/Carreta","2.713"
"Sudeste","São Paulo","Masculino","71 a 80","B-Condutor Carro","569.995"
"Sudeste","São Paulo","Masculino","71 a 80","C-Condutor Caminhão","32.900"
"Sudeste","São Paulo","Masculino","71 a 80","D-Condutor Ônibus","115.385"
"Sudeste","São Paulo","Masculino","71 a 80","E-Condutor Carreta","9.998"
"Sudeste","São Paulo","Masculino","71 a 80","X-Condutor Ciclomotor","1"
"Sudeste","São Paulo","Masculino","81 a 90","A-Condutor Moto","591"
"Sudeste","São Paulo","Masculino","81 a 90","AB-Condutor Moto/Carro","24.159"
"Sudeste","São Paulo","Masculino","81 a 90","AC-Condutor Moto/Caminhão","1.694"
"Sudeste","São Paulo","Masculino","81 a 90","AD-Condutor Moto/Ônibus","3.526"
"Sudeste","São Paulo","Masculino","81 a 90","AE-Condutor Moto/Carreta","242"
"Sudeste","São Paulo","Masculino","81 a 90","B-Condutor Carro","299.215"
"Sudeste","São Paulo","Masculino","81 a 90","C-Condutor Caminhão","18.572"
"Sudeste","São Paulo","Masculino","81 a 90","D-Condutor Ônibus","36.302"
"Sudeste","São Paulo","Masculino","81 a 90","E-Condutor Carreta","1.730"
"Sudeste","São Paulo","Masculino","91 a 100","A-Condutor Moto","107"
"Sudeste","São Paulo","Masculino","91 a 100","AB-Condutor Moto/Carro","4.752"
"Sudeste","São Paulo","Masculino","91 a 100","AC-Condutor Moto/Caminhão","207"
"Sudeste","São Paulo","Masculino","91 a 100","AD-Condutor Moto/Ônibus","287"
"Sudeste","São Paulo","Masculino","91 a 100","AE-Condutor Moto/Carreta","16"
"Sudeste","São Paulo","Masculino","91 a 100","B-Condutor Carro","103.702"
"Sudeste","São Paulo","Masculino","91 a 100","C-Condutor Caminhão","3.290"
"Sudeste","São Paulo","Masculino","91 a 100","D-Condutor Ônibus","3.788"
"Sudeste","São Paulo","Masculino","91 a 100","E-Condutor Carreta","108"
"Sudeste","São Paulo","Masculino","101 a 120","A-Condutor Moto","8"
"Sudeste","São Paulo","Masculino","101 a 120","AB-Condutor Moto/Carro","274"
"Sudeste","São Paulo","Masculino","101 a 120","AC-Condutor Moto/Caminhão","7"
